Student_ID,Student_Name,Gender,Age,Department,Year,City,Study_Hours_Per_Day,Attendance_Percentage,Assignment_Score,Internal_Marks,Sleep_Hours,Screen_Time_Hours,Commute_Time_Minutes,Previous_GPA,Extracurricular_Hours,Internet_Access,Internet_Quality,Hostel,Scholarship,Study_Method,Stress_Level,Fees_Paid,Enrollment_Date,Last_Exam_Date,Internship,Projects_Completed,Final_Score,Grade,Pass_Fail,Placement_Status,Starting_Salary_LPA,Library_Books_Issued
105624,Kavya Reddy,Female,17.0,Business Administration,2nd Year,Kochi,5.84,63.57,76.6,70.29,5.4,5.88,14.0,8.92,2.22,Yes,Average,No,Yes,Coaching,5.66,Yes,2023-01-19,2023-04-28,Yes,2,85.64,A+,Pass,Placed,7.16,12
101363,Vivek Gupta,Male,22.0,Information Technology,3rd Year,Pune,4.75,91.71,53.5,64.73,7.36,3.25,26.5,5.46,0.36,Yes,Average,No,No,Self Study,4.18,Yes,09/16/2024,09/03/2025,Yes,2,66.39,B,Pass,Placed,4.69,5
105641,Aarav Verma,Male,24.0,Commerce,1st Year,Pune,3.53,82.81,75.99,58.56,7.46,6.58,55.8,8.15,3.55,Yes,Good,No,No,Classroom,6.04,No,2023-05-20,2023-10-18,Yes,1,73.21,A,Pass,Looking for Job,,8
103482,Aisha Gupta,Male,23.0,Commerce,3rd Year,Hyderabad,6.1,100.0,60.08,67.29,6.74,6.34,49.3,7.16,0.05,Yes,Good,No,Yes,Online,3.77,No,2021-12-04,2022-09-03,No,2,71.9,A,Pass,Placed,3.84,13
111710,Aarav Iyer,Female,24.0,Mechanical,Final Year,Kolkata,2.67,80.42,60.36,70.08,7.38,2.44,72.7,4.98,3.2,Yes,Average,No,Yes,coaching,2.55,No,2021-12-12,2022-08-06,No,2,62.86,B,Pass,Not Placed,,8
111682,Reyansh Nair,Male,19.0,Electronics,1st Year,Mysore,5.41,76.28,80.35,91.47,7.92,3.72,63.6,5.26,0.42,Yes,Average,No,Yes,Online,2.86,Yes,2022-08-24,2022-12-01,No,4,81.44,A+,Pass,Placed,7.54,7
110605,Karan Joshi,Male,21.0,Computer Science,Final Year,Chennai,7.01,57.3,87.99,73.72,5.72,9.51,63.4,8.49,4.27,Yes,Average,Yes,No,Classroom,4.79,Yes,2023-12-23,2024-05-21,No,2,71.53,A,Pass,Not Placed,,7
111093,Aisha Khan,MALE,17.0,Information Technology,Final Year,Kolkata,5.11,65.4,63.09,72.95,7.6,8.12,50.8,7.75,2.32,Yes,GOOD,No,No,Self Study,8.51,Yes,2025-04-18,2025-09-22,No,2,45.21,D,Pass,Placed,7.52,6
105282,Vivek Joshi,Female,19.0,,2nd Year,Delhi,5.63,95.73,86.08,49.6,8.03,7.4,35.1,8.25,1.38,Yes,Average,No,No,Classroom,6.06,Yes,2023-01-19,2023-06-11,No,1,68.15,B,Pass,Not Placed,,9
109146,Vivek Iyer,male,17.0,Computer Science,1st Year,Mumbai,8.88,88.85,68.49,68.45,6.22,3.47,58.9,6.27,0.0,Yes,GOOD,Yes,No,Self Study,8.06,Yes,2023-09-05,2024-04-28,No,4,79.95,A,Pass,Higher Studies,,8
108240,Riya Nair,Male,17.0,Commerce,3rd Year,Kochi,7.83,68.77,46.77,64.49,3.89,2.21,32.8,6.79,1.6,Yes,Good,No,Yes,Coaching,4.93,Yes,2024-03-07,2024-10-16,No,0,57.25,C,Pass,Not Placed,,5
102881,Diya Rao,Female,22.0,Computer Science ,Final Year, Bangalore,5.03,72.08,97.72,69.03,8.03,4.03,95.5,6.27,2.87,Yes,Good,No,Yes,Classroom,2.59,Yes,2024-04-25,2024-12-01,Yes,1,77.61,A,Pass,Not Placed,,7
103382,Vivaan Singh,Female,17.0,Computer Science,3rd Year,pune,9.89,92.05,84.15,93.86,7.28,7.67,66.6,9.49,3.18,Yes,Good,No,No,Online,6.57,Yes,2022-10-02,2023-06-04,Yes,3,91.85,A+,Pass,Not Placed,,9
101303,Pooja Sharma,Male,23.0,Computer Science,1st Year,Kochi,1.18,70.0,73.28,75.49,,3.15,120.3,7.0,5.71,Yes,Excellent,Yes,No,Mixed,3.93,Yes,2024-10-10,2025-01-12,Yes,0,57.67,C,Pass,Looking for Job,,9
106221,Rohan Nair,Female,23.0,Business Administration,2nd Year,Mysore,6.54,74.95,24.36,80.83,5.47,4.54,33.0,8.11,1.73,Yes,Excellent,Yes,Yes,Self Study,6.01,Yes,2022-06-23,2023-01-22,No,1,66.12,B,Pass,Placed,5.95,11
104958,Rahul Joshi,Male,19.0,Commerce,2nd Year,Kolkata,8.61,100.0,100.0,53.24,4.79,10.99,33.5,7.27,0.7,Yes,Good,Yes,No,Mixed,7.68,Yes,2025-03-07,2025-06-30,No,2,88.05,A+,Pass,Not Placed,,8
104837,Aisha Kapoor,Female,17.0,Business Administration,3rd Year,Pune,5.04,78.16,84.57,64.75,5.08,6.65,67.8,5.77,2.27,Yes,Average,Yes,No,Classroom,4.29,Yes,2023-10-20,2024-06-10,Yes,0,83.38,A+,Pass,Not Placed,,12
106072,Pooja Gupta,Female,20.0,electronics,Final Year,Kochi,5.61,68.43,,42.51,5.13,3.22,73.4,6.7,4.56,Yes,Poor,No,Yes,Classroom,3.55,Yes,2022/07/14,17/01/2023,Yes,1,59.1,C,Pass,Looking for Job,,5
107350,Karan Sharma,MALE,20.0,Data Science,2nd Year,Mysore,4.24,68.63,97.94,61.41,6.77,2.35,46.5,7.87,2.09,Yes,Average,Yes,No,Coaching,6.99,Yes,2025-05-15,2025-10-25,Yes,5,68.89,B,Pass,Placed,3.19,6
107891,Ishaan Malhotra,Male,19.0,Mechanical,Final Year,Kolkata,5.81,75.46,91.24,81.33,7.47,3.76,77.8,7.82,3.84,Yes,Good,Yes,No,Online,3.15,No,2023-09-18,2024-02-15,No,8,70.49,A,Pass,Not Placed,,6
107446,Aman Shetty,Female,23.0,Information Technology,2nd Year,Kolkata,7.03,80.98,71.6,97.89,7.39,4.0,62.0,9.18,2.12,Yes,Good,No,No,Classroom,5.49,Yes,2024-05-15,2024-11-07,Yes,5,86.46,A+,Pass,Placed,7.35,12
100943,Rahul Sharma,Female,20.0,commerce,2nd Year,Hyderabad,4.43,71.7,77.36,89.54,4.75,5.14,66.1,8.07,5.67,Yes,Good,Yes,No,COACHING,7.36,Yes,2024-09-15,2025-02-16,No,2,75.89,A,Pass,Looking for Job,,12
103236,Aditya Gupta,Female,25.0,Information Technology,1st Year,Bangalore,10.68,87.05,89.53,71.29,6.42,4.29,5.0,6.47,4.65,Yes,Good,Yes,No,Mixed,4.72,Yes,2022-02-26,2022-11-14,No,4,96.97,A+,Pass,Placed,3.18,8
103258,Aarav Nair,Male,24.0,Mechanical,1st Year,Hyderabad,5.2,62.93,61.3,100.0,6.9,5.19,34.2,7.37,3.58,Yes,Good,No,No,Self Study,4.7,No,2024-11-12,2025-03-05,Yes,1,69.78,B,Pass,Not Placed,,7
108747,Rohan Shetty,Male,19.0,Information Technology,3rd Year,Mysore,4.56,88.07,84.15,78.69,6.22,8.12,69.3,7.74,0.0,No,Good,No,No,Online,6.06,No,2025-07-08,2025-12-16,No,1,93.13,A+,Pass,Not Placed,,8
109010,Reyansh Mehta,Male,18.0,Data Science,3rd Year,Kochi,5.14,74.7,85.56,30.69,7.46,8.34,54.2,7.19,3.85,Yes,Good,No,Yes,Mixed,7.27,Yes,2021-12-08,2022-07-24,Yes,1,63.97,B,Pass,Not Placed,,8
100177,Rahul Singh,Other,23.0,Data Science,Final Year,Bangalore,4.21,66.25,,67.31,3.29,4.53,75.7,7.64,4.27,Yes,Good,No,No,Mixed,7.47,Yes,2023-01-17,2023-07-13,No,1,74.35,A,Pass,Placed,3.35,4
100436,Karan Gupta,Male,17.0,Data Science,2nd Year,Delhi,5.89,78.45,64.0,100.0,8.31,6.62,70.8,4.86,2.05,Yes,Good,No,No,Classroom,4.51,Yes,2022-03-18,2022-11-01,No,1,78.34,A,Pass,Higher Studies,,12
105196,Rohan Malhotra,Male,18.0,Information Technology,3rd Year,Mumbai,8.24,100.0,76.01,65.65,6.5,10.05,46.2,9.36,6.36,Yes,Good,No,No,Self Study,5.5,Yes,2025-03-20,2025-07-25,No,3,90.58,A+,Pass,Not Placed,,10
100309,Nisha Shetty,Female,20.0,COMMERCE,1st Year,Bangalore,6.68,63.39,91.53,52.87,3.71,6.93,5.0,7.35,2.3,No,Good,No,No,online,6.41,Yes,2023-04-26,2024-01-12,No,2,73.66,A,Pass,Placed,5.81,5
101566,Aditya Iyer,Male,22.0,Data Science,3rd Year,CHENNAI,10.92,78.16,65.98,77.49,6.39,4.31,67.4,5.67,3.7,Yes,Excellent,Yes,No,Classroom,5.58,Yes,2024-07-21,2024-10-20,No,0,87.05,A+,Pass,Placed,4.63,13
103965,Arjun Singh,Female,19.0,Business Administration,Final Year,Delhi,7.15,91.03,,36.91,,1.0,54.1,5.46,3.5,Yes,good,No,No,Mixed,4.28,Yes,2023-10-22,2024-02-28,Yes,3,70.7,A,Pass,Not Placed,,7
102136,Isha Malhotra,MALE,20.0,Data Science,2nd Year,Pune,3.82,84.81,59.94,87.08,5.56,5.94,84.8,6.67,4.65,Yes,Good,No,Yes,Mixed,7.27,Yes,2025-05-29,2025-09-17,No,3,72.51,A,Pass,Not Placed,,2
106607,Diya Gupta,Female,20.0,Electronics ,3rd Year,Kochi,10.5,70.09,72.02,71.67,5.75,4.31,50.9,7.53,3.49,Yes, Good,Yes,No,Classroom,3.38,Yes,2021-11-27,2022-07-18,Yes,4,87.6,A+,Pass,Not Placed,,10
110670,Kabir Reddy,Male,20.0,Electronics,Final Year,Delhi,5.61,53.15,55.88,75.51,7.61,6.8,50.2,8.54,3.28,Yes,Excellent,Yes,No,Classroom,3.54,Yes,2023-04-01,2023-08-17,No,2,69.34,B,Pass,Placed,5.8,6
104978,Karan Sharma,Female,25.0,Business Administration,2nd Year,Coimbatore,5.71,73.89,77.1,48.88,6.0,3.98,35.9,7.43,1.73,Yes,Good,Yes,No,Classroom,3.89,Yes,2022-12-11,2023-08-24,Yes,0,61.39,B,Pass,Not Placed,,7
106015,Priya Iyer,Male,25.0,Commerce,Final Year,Kochi,4.16,79.58,79.04,69.9,5.39,6.01,46.2,6.0,4.57,Yes,Excellent,No,No,Self Study,5.53,Yes,2022-04-04,2022-08-22,Yes,1,76.94,A,Pass,Not Placed,,13
109951,Kavya Khan,male,24.0,Commerce,Final Year,Delhi,6.67,69.28,62.92,79.19,9.18,4.88,65.5,7.63,0.02,Yes,Good,No,No,Online,3.1,Yes,2024-07-18,2024-11-06,No,2,77.29,A,Pass,Placed,2.4,8
100596,Riya Kapoor,Female,24.0,Commerce,Final Year,Pune,4.14,97.01,72.45,69.68,7.67,6.54,48.4,7.41,2.52,Yes,Good,No,Yes,Classroom,4.66,Yes,2024-08-07,2025-05-11,No,4,80.24,A+,Pass,Placed,7.88,3
106324,Riya Gupta,Female,25.0,ELECTRONICS,2nd Year,Coimbatore,0.85,83.67,55.51,83.88,7.1,3.52,66.8,6.86,0.79,Yes,Average,No,No,,4.69,Yes,2023-10-13,2024-04-05,No,2,66.24,B,Pass,Higher Studies,,4
104626,Karan Kapoor,Female,18.0,Mechanical,3rd Year,Pune,7.5,79.25,55.41,66.27,7.01,3.12,42.1,6.34,3.79,Yes,Poor,No,No,Classroom,4.34,Yes,2023-06-21,2023-11-02,No,5,72.79,A,Pass,Placed,3.34,5
108205,Pooja Joshi,Female,21.0,Computer Science,3rd Year,Kolkata,6.55,78.14,80.8,51.45,5.88,7.95,60.3,6.33,3.0,No,Good,No,No,Self Study,8.06,Yes,2023-09-30,2024-01-13,Yes,3,76.95,A,Pass,Not Placed,,8
110109,Vivaan Nair,Male,21.0,Commerce,3rd Year,Bangalore,5.21,82.62,72.37,87.29,7.82,8.1,79.3,8.37,0.32,Yes,Excellent,No,No,Coaching,5.3,Yes,2021-09-20,2021-12-15,Yes,4,83.85,A+,Pass,Placed,2.4,7
102624,Rohan Patel,Female,24.0,Mechanical,Final Year,Mumbai,2.58,60.44,80.08,73.14,9.67,1.85,54.7,8.16,2.14,Yes,Good,Yes,Yes,Mixed,3.08,No,2022-10-15,2023-05-08,Yes,4,74.4,A,Pass,Looking for Job,,3
104573,Rahul Shetty,Male,23.0,Data Science,3rd Year,Pune,5.69,72.58,69.2,45.98,4.55,1.99,63.1,9.45,0.62,Yes,Average,No,Yes,Online,5.63,Yes,2023-03-06,2023-12-08,Yes,3,68.04,B,Pass,Looking for Job,,10
109229,Riya Nair,Male,25.0,Computer Science,2nd Year,Kolkata,0.5,82.36,58.01,62.22,5.88,4.87,5.0,7.09,0.0,Yes,Good,No,No,Self Study,2.89,Yes,2025-03-25,2025-07-10,Yes,3,65.64,B,Pass,Looking for Job,,8
111117,Arjun Patel,Male,25.0,Computer Science,Final Year,KOCHI,7.17,63.98,58.45,70.23,4.26,4.45,37.4,5.59,0.0,Yes,AVERAGE,Yes,Yes,Online,7.01,Yes,2022-10-09,2023-03-26,Yes,6,66.36,B,Pass,Not Placed,,7
100232,Vivek Khan,Male,22.0,Computer Science,3rd Year,Mumbai,7.23,92.0,95.56,84.74,6.18,5.51,67.4,4.72,0.0,Yes, Good,No,No,Coaching,5.31,Yes,2021-07-31,2022-04-01,No,1,81.03,A+,Pass,Not Placed,,3
100180,Ishaan Verma,Male,22.0,Commerce,2nd Year,Kolkata,3.21,76.03,74.96,76.24,6.66,5.48,28.2,6.81,3.15,Yes,Good,No,No,Coaching,4.63,Yes,2022-04-14,2022-09-27,Yes,2,78.06,A,Pass,Not Placed,,8
100738,Vivek Das,Male,19.0,Data Science,3rd Year,Bangalore,5.11,100.0,68.61,78.64,5.64,6.24,10.3,6.42,2.74,Yes,Average,No,Yes,Classroom,4.35,Yes,2024-08-13,2024-11-18,Yes,3,77.66,A,Pass,Not Placed,,10
111686,Vivek Das,Female,23.0,Electronics,1st Year,Delhi,4.59,59.54,67.99,62.73,6.47,9.52,41.1,7.86,5.21,Yes,Good,No,No,Classroom,4.49,Yes,2022-04-05,2022-09-09,Yes,1,72.8,A,Pass,Not Placed,,13
109439,Priya Kapoor,Male,20.0,Information Technology,1st Year,Mumbai,6.37,82.3,100.0,93.27,6.59,10.04,5.0,6.55,0.59,Yes,Good,No,No,Classroom,4.42,Yes,2022-11-20,2023-03-19,No,4,87.4,A+,Pass,Not Placed,,8
108913,Aman Patel,Female,18.0,Computer Science,2nd Year,Hyderabad,6.08,66.94,58.59,68.9,6.29,2.52,76.7,5.27,1.84,No,Average,Yes,No,Classroom,6.38,Yes,2023-08-01,2024-04-21,Yes,1,73.43,A,Pass,Looking for Job,,7
107608,Aditya Nair,female,23.0,commerce,1st Year,Pune,2.92,61.1,72.46,74.66,6.64,4.12,71.7,8.32,2.6,Yes,Excellent,Yes,No,Coaching,4.09,Yes,2024-02-27,2024-09-06,Yes,1,77.07,A,Pass,Looking for Job,,11
106175,Vivek Iyer,Female,20.0,Information Technology,2nd Year,Bangalore,8.31,51.33,66.48,81.85,5.78,6.98,65.9,8.42,2.11,Yes,Excellent,No,Yes,Classroom,4.5,Yes,2023-11-23,2024-02-22,No,3,82.64,A+,Pass,Placed,7.51,9
107624,Arjun Patel,Male,22.0,Data Science,2nd Year,Kochi,6.44,88.08,70.9,15.0,7.53,5.72,18.0,7.29,1.14,Yes,Excellent,No,No,Self Study,2.41,Yes,2022-03-11,2022-11-09,Yes,0,60.66,B,Pass,Higher Studies,,10
109916,Ananya Mehta,Male,22.0,Electronics,3rd Year,Kolkata,7.01,100.0,45.08,62.45,7.47,2.85,47.3,7.97,4.37,No,Average,No,Yes,Mixed,6.59,Yes,2021-12-01,2022-06-08,No,1,72.68,A,Pass,Placed,6.93,7
101322,Isha Gupta,Other,22.0,Commerce,Final Year,Kochi,4.96,68.47,64.63,89.78,6.72,2.24,5.0,5.4,3.6,Yes,Good,No,Yes,Classroom,2.71,Yes,2025-05-25,2025-08-24,Yes,2,76.66,A,Pass,Not Placed,,14
101996,Rohan Nair,Male,,Data Science,Final Year,hyderabad,5.33,56.55,75.45,92.44,5.41,6.61,57.8,6.27,6.38,Yes,Average,No,Yes,Classroom,7.32,Yes,2025-03-03,2025-07-29,Yes,1,74.61,A,Pass,Not Placed,,12
106326,Vivek Mehta,Male,24.0,Mechanical,3rd Year,Pune,4.57,88.61,61.09,46.83,6.46,6.98,17.2,5.44,0.15,Yes,Good,No,No,Classroom,2.67,Yes,2023-04-07,2023-12-26,No,0,76.63,A,Pass,Higher Studies,,7
111751,Meera Patel,Female,22.0,Mechanical,Final Year,Chennai,5.56,87.57,56.34,50.54,6.75,4.31,35.6,7.85,3.08,Yes,Average,Yes,No,Classroom,6.38,Yes,2021-09-09,2022-06-11,No,3,73.07,A,Pass,Placed,6.84,4
109483,Vivek Verma,Female,24.0,Business Administration,2nd Year,Coimbatore,8.45,81.92,58.06,85.67,4.64,7.85,29.6,8.85,3.72,Yes,Excellent,Yes,No,Classroom,8.33,Yes,2022-04-26,2022-11-28,Yes,1,74.98,A,Pass,Placed,3.84,8
105652,Kabir Reddy,Male,19.0,COMMERCE,3rd Year,Mumbai,9.39,63.72,57.96,76.41,6.21,9.0,51.1,8.4,3.91,Yes,GOOD,No,No,Classroom,6.28,Yes,2021-11-18,2022-02-25,Yes,4,80.49,A+,Pass,Placed,6.57,9
100801,Aisha Das,Male,17.0,Business Administration,2nd Year,Mumbai,6.54,,87.83,76.88,8.88,12.0,84.7,6.99,0.66,Yes,AVERAGE,No,Yes,Classroom,5.84,Yes,2024-08-16,2025-04-17,No,2,76.03,A,Pass,Not Placed,,2
109214,Priya Singh,Male,22.0,Mechanical,Final Year,Kolkata,7.14,82.41,62.93,66.43,6.57,4.68,43.2,7.99,2.79,Yes,EXCELLENT,No,Yes,Classroom,7.72,Yes,2023-07-25,2024-02-06,No,3,72.67,A,Pass,Not Placed,,7
102087,Priya Malhotra,Female,17.0,Electronics,1st Year,Kolkata,8.42,87.7,67.57,54.09,6.55,2.11,34.9,8.87,2.8,Yes,Good,No,Yes,Mixed,1.95,Yes,2023-11-30,2024-04-11,Yes,1,85.64,A+,Pass,Higher Studies,,7
107339,Reyansh Rao,Female,24.0,Data Science,Final Year,Delhi,6.29,64.49,55.23,63.16,4.77,4.46,47.2,8.05,0.03,Yes,Average,No,No,Classroom,6.68,Yes,2024-04-06,2024-08-29,No,0,74.42,A,Pass,Placed,5.31,3
100070,Arjun Singh,Female,23.0,Mechanical,2nd Year,Coimbatore,6.36,77.36,56.41,66.56,6.2,2.15,77.7,6.31,2.53,Yes,Poor,Yes,No,Coaching,2.99,Yes,2023-11-05,2024-07-27,Yes,2,72.99,A,Pass,Placed,4.92,5
106330,Aarav Iyer,Female,17.0,Computer Science,2nd Year,Kolkata,5.71,90.38,85.26,61.3,5.85,4.48,5.0,9.62,0.0,No,Excellent,Yes,No,Classroom,6.3,Yes,2025-04-15,2025-10-09,Yes,3,91.95,A+,Pass,Looking for Job,,7
108993,Karan Das,Male,20.0,Electronics,2nd Year,Coimbatore,4.16,48.33,54.88,45.31,6.07,2.26,53.0,7.76,4.0,Yes,Good,No,Yes,Classroom,4.17,Yes,2024-08-04,2024-11-05,Yes,1,55.71,C,Pass,Higher Studies,,6
105171,Vivek Khan,Male,22.0,Information Technology,2nd Year,Kochi,5.8,63.69,88.7,78.69,6.44,6.86,53.9,8.05,7.38,Yes,Good,No,No,Mixed,5.69,Yes,2023-04-13,2023-11-28,Yes,2,86.68,A+,Pass,Placed,4.46,10
101681,Aarav Joshi,Female,22.0,Computer Science,Final Year,Mysore,4.73,90.19,98.65,63.08,7.11,1.89,47.2,7.57,1.01,Yes,Excellent,Yes,Yes,Online,4.41,Yes,2024-02-02,2024-09-08,No,2,83.27,A+,Pass,Higher Studies,,6
100378,Rahul Singh,Male,21.0,information technology,Final Year,Chennai,0.5,70.86,59.18,31.03,6.17,4.28,33.8,7.89,3.91,Yes,Average,Yes,No,Mixed,4.81,Yes,2024-10-14,2025-01-11,No,5,58.74,C,Pass,Placed,3.68,5
101470,Meera Reddy,Male,18.0,Data Science,2nd Year,Pune,8.56,79.54,46.69,74.19,5.98,6.1,51.8,6.9,0.68,Yes,Excellent,Yes,No,Classroom,5.01,Yes,2025-03-19,2025-12-18,No,1,73.06,A,Pass,Placed,5.43,9
102604,Ananya Kapoor,Male ,18.0,Information Technology,Final Year,Mumbai,7.78,84.14,81.36,65.94,6.13,6.77,40.9,8.19,2.66,Yes,Good,Yes,No,Mixed,5.3,Yes,2025-05-01,2025-09-23,No,4,75.2,A,Pass,Higher Studies,,7
104182,Ishaan Gupta,Male,22.0,Business Administration,Final Year,Kochi,3.56,51.15,76.37,60.67,8.54,4.61,37.3,5.92,2.55,Yes,Good,Yes,No,Mixed,5.62,Yes,2022-05-11,2022-09-09,Yes,2,50.64,C,Pass,Looking for Job,,9
109645,Kabir Iyer,Male,24.0,Mechanical,1st Year,Bangalore,4.52,79.22,76.02,43.59,5.64,6.41,38.5,7.43,0.33,Yes,Good,No,No,Self Study,4.83,Yes,2023-07-15,2023-12-27,Yes,1,66.91,B,Pass,Not Placed,,7
104506,Priya Iyer,Male,22.0,Computer Science,3rd Year,hyderabad,2.5,74.67,72.08,73.1,4.08,6.19,45.8,6.82,2.2,Yes,Good,Yes,No,Mixed,7.82,Yes,2023-10-22,2024-03-19,Yes,3,59.13,C,Pass,Placed,5.08,9
104231,Ananya Joshi,Male,19.0,Computer Science,2nd Year,mysore,4.72,85.44,48.59,85.59,4.87,10.71,39.6,7.78,1.46,Yes,Good,Yes,No,Online,5.55,Yes,2021-08-05,2022-01-15,No,2,61.23,B,Pass,Placed,3.93,9
103092,Aditya Patel,Male,21.0,Computer Science,Final Year,Delhi,3.52,89.56,69.36,55.76,7.44,4.31,26.6,8.05,4.22,Yes,excellent,Yes,No,Mixed,2.31,Yes,2022-05-06,2022-12-07,No,2,80.85,A+,Pass,Not Placed,,9
102727,Karan Reddy,Female,22.0,business administration,3rd Year,Mysore,4.28,63.18,81.88,88.07,4.76,2.48,38.8,7.18,6.34,Yes,Excellent,No,No,Classroom,6.35,Yes,2022-04-21,2022-11-14,No,4,73.56,A,Pass,Placed,5.56,3
100478,Meera Malhotra,Male ,,Data Science,3rd Year,Pune,7.62,88.75,74.43,51.21,6.89,6.71,5.0,7.52,1.13,Yes,Good,Yes,No,self-study,3.14,Yes,2024-05-28,2024-11-03,Yes,2,80.14,A+,Pass,Looking for Job,,8
101330,Riya Joshi,Female,17.0,Data Science,3rd Year,Bangalore,1.85,70.16,75.75,87.46,8.75,6.99,57.2,6.48,3.05,Yes,Excellent,No,No,Self Study,4.99,Yes,17/02/2023,2023/10/25,No,6,74.93,A,Pass,Not Placed,,7
102284,Kabir Sharma,Female,24.0,Electronics,2nd Year,Coimbatore,8.22,100.0,58.92,88.34,7.33,6.07,102.9,5.54,3.56,No,AVERAGE,No,No,Self Study,3.98,No,2023-09-18,2024-05-13,Yes,1,76.92,A,Pass,Not Placed,,4
103733,Rahul Das,Male,25.0,Computer Science,Final Year,Pune,5.41,75.76,66.27,70.87,5.84,4.96,71.7,6.52,0.21,Yes,Poor,Yes,Yes,Classroom,3.08,Yes,2023-03-21,2023-09-22,No,1,78.74,A,Pass,Placed,3.3,5
111727,Meera Kapoor,Male,18.0,Mechanical ,3rd Year,Hyderabad,4.01,81.86,73.6,70.62,7.09,2.49,57.6,8.14,4.23,No,Average,No,No,Mixed,4.98,No,2023-02-03,2023-10-31,Yes,1,69.83,B,Pass,Not Placed,,8
100752,Priya Rao,Female,17.0,Business Administration,2nd Year,coimbatore,3.46,64.12,100.0,54.07,7.25,3.78,38.3,6.8,0.53,Yes,Average,No,No,Class Room,2.81,Yes,2023-07-22,2024-03-23,No,2,74.2,A,Pass,Placed,8.91,5
106068,Aarav Malhotra,Female,17.0,Electronics,3rd Year,Mumbai,6.93,77.11,94.18,51.98,7.38,4.58,5.0,7.92,3.5,No,Good,Yes,No,Coaching,3.35,Yes,2022-05-18,2022-10-15,Yes,3,83.44,A+,Pass,Not Placed,,7
107235,Vivaan Kapoor,Female,17.0,Information Technology,2nd Year,kolkata,6.73,79.13,59.17,62.53,7.11,6.11,58.7,7.74,5.2,Yes,Average,Yes,No,Mixed,6.62,Yes,2025-04-08,2025-08-09,Yes,2,54.05,C,Pass,Not Placed,,12
100874,Rahul Verma,Male,17.0,Information Technology,1st Year,Kochi,7.24,84.45,54.0,65.32,6.18,6.72,36.6,6.39,4.77,Yes,Excellent,No,No,Classroom,4.37,Yes,2024-11-23,2025-05-07,No,2,67.8,B,Pass,Not Placed,,6
109881,Riya Malhotra,Male,19.0,Business Administration,Final Year,Kochi,7.73,100.0,53.53,94.9,5.78,4.09,5.0,6.75,3.52,Yes,Good,Yes,No,Coaching,5.5,No,2024-04-02,2024-11-29,Yes,2,65.57,B,Pass,Looking for Job,,8
107741,Nisha Singh,Female,18.0,Computer Science,Final Year,Bangalore,6.16,65.09,62.25,77.33,6.84,9.98,98.5,7.74,4.41,Yes,Good,Yes,Yes,Self Study,6.41,Yes,2025-07-01,2025-11-10,No,2,66.87,B,Pass,Higher Studies,,9
107766,Riya Kapoor,Female,24.0,Computer Science,Final Year,Coimbatore,5.24,77.07,87.68,52.32,7.9,3.48,45.7,8.98,1.08,Yes,Average,No,No,Self Study,3.87,Yes,2024-04-03,2024-10-23,No,2,73.02,A,Pass,Looking for Job,,4
104565,Ishaan Rao,Other,20.0,Mechanical,Final Year,Mumbai,4.58,68.43,60.71,50.24,5.59,4.82,5.0,5.88,1.44,Yes,Excellent,Yes,No,Classroom,5.55,Yes,2025-01-26,2025-10-01,No,2,61.35,B,Pass,Placed,7.11,4
101546,Ananya Rao,Female,17.0,Business Administration,Final Year,Bangalore,2.01,68.25,79.14,54.61,9.09,6.04,63.7,6.83,2.07,Yes,Average,No,No,Classroom,4.8,Yes,2024-07-12,2025-04-12,No,0,71.54,A,Pass,Higher Studies,,5
100740,Pooja Gupta,Female,17.0,Business Administration,1st Year,Mysore,6.38,56.53,70.46,80.16,9.01,3.21,68.6,6.6,3.49,Yes,Excellent,No,No,Mixed,1.0,Yes,2021-12-20,2022-06-23,Yes,3,67.19,B,Pass,Not Placed,,9
111473,Aarav Patel,Male,24.0,Information Technology,1st Year,Coimbatore,4.76,82.12,62.56,81.96,7.7,2.56,51.9,5.98,3.57,Yes,AVERAGE,Yes,No,Self Study,4.2,Yes,2023-02-20,2023-11-16,Yes,2,63.19,B,Pass,Placed,2.72,5
102684,Kavya Shetty,male,24.0,Commerce,Final Year,delhi,5.3,96.92,59.38,71.93,5.1,9.44,30.6,8.6,2.41,Yes,Good,No,No,Mixed,8.54,Yes,2021-06-03,2022-01-19,No,3,71.92,A,Pass,Not Placed,,11
109333,Kavya Iyer,Male,25.0,mechanical,3rd Year,Bangalore,5.39,86.25,80.31,50.03,7.38,4.06,101.1,5.38,4.41,Yes,Average,No,No,Classroom,6.41,Yes,2021-12-25,2022-09-06,Yes,0,67.46,B,Pass,Placed,5.46,12
108995,Diya Singh,Male,20.0,Data Science,Final Year,Coimbatore,6.58,82.98,53.66,56.63,4.85,6.05,68.3,9.59,2.58,No,Average,Yes,No,Classroom,5.82,Yes,2022-06-09,2022-11-29,No,1,63.18,B,Pass,Placed,5.11,6
105122,Nisha Gupta,Female,18.0,Information Technology,2nd Year,Bangalore,5.0,80.29,58.71,85.87,5.17,4.04,21.3,8.95,3.14,No,Good,Yes,Yes,Classroom,4.1,Yes,2023-05-18,2023-09-24,No,3,61.98,B,Pass,Not Placed,,7
